"40","Grappling Cable","400","low","Mechanic","BU","1",,
"41","Heavy Laser Cannon","1000","hi","Mechanic","BU","1",,
"42","Heavy Plasma Cannon","2000","hi","Mechanic","BU","1",,
"43","Heavy Projectile Cannon","800","low","Mechanic","BU","1",,
"44","Laser Cannon","500","hi","Mechanic","BU","1",,
"45","Light Bender","10000","hi","Mechanic","BU","1",,
"46","Parachute","400","low","Mechanic","BU","1",,
"47","Plasma Cannon","1500","hi","Mechanic","BU","1",,
"48","Projectile Cannon","300","low","Mechanic","BU","1",,
"49","Radar/Sonar","800","low","Mechanic","BU","1",,
"50","Rocket","600","low","Mechanic","BU","1",,
"51","Rocket Boosters","600","hi","Mechanic","BU","1",,
"52","Scrambler","800","low","Mechanic","BU","1",,
"53","Tow Cable","200","low","Mechanic","BU","1",,
"54","Trailer","300","low","Mechanic","BU","1",,
"55","Accelerate Dose","20","both","Medical","PA","0",,
"56","Air Mask","45","both","Medical","BU","0",,
"57","Air Tank","5","both","Medical","BU","0",,
"58","Antitox","30","both","Medical","MF","0",,
"59","Bandage (10)","1","both","Medical","MFxPA","0",,
"60","Cloning Tube (Cloning Services)","1000","both","Medical","MFxPAxBU","1",,
"61","Curing Dose","30","both","Medical","PA","0",,
"62","Decon Spray","46","both","Medical","BU","0",,
"63","Laboratory Bag","34","both","Medical","BU","0",,
"64","MedShot","12","both","Medical","BU","0",,
"65","MedWrap","24","both","Medical","BU","0",,
"66","Stimshot","20","both","Medical","MF","0",,
"67","ToxShot","15","both","Medical","BU","0",,
"68","Arrows (10)","6","low","Military","BU","0",,
"69","Arrows (20)","5","low","Military","MFxPA","0",,
"70","Automatic Pistol","70","hi","Military","MFxPA","0",,
"71","Automatic Rifle","80","hi","Military","MFxPA","0",,
"72","Automatic Shotgun","95","hi","Military","MFxPA","0",,
"73","Axe","6","low","Military","MFxPA","0",,
"74","Axe","10","low","Military","BU","0",,
"75","Ballistic Nylon Armor","170","hi","Military","MFxPA","0",,
"76","Battle Armor","400","hi","Military","BU","0",,
"77","Battle Axe","15","low","Military","BU","0",,
"78","Beast Barding Armor","150","low","Military","MFxPA","0",,
"79","Black Powder Pistol","50","hi","Military","MFxPA","0",,
"80","Black Powder Rifle","75","hi","Military","MFxPA","0",,
"81","Bow","9","low","Military","BU","0",,
"82","Broadsword","15","low","Military","BU","0",,
"83","Bullets (24)","8","hi","Military","MFxPA","0",,
"84","Bullets (24)","6","low","Military","BU","0",,
"85","Carbine Rifle","80","hi","Military","MFxPA","0",,
"86","Chain Armor","85","low","Military","BU","0",,
"87","Chain Mail Armor","150","low","Military","MFxPA","0",,
"88","Club","3","low","Military","MFxPA","0",,
"89","Club","3","low","Military","BU","0",,
"90","Combat Fatigues","30","hi","Military","BU","0",,
"91","Crossbow Bolts (10)","2","low","Military","MFxPA","0",,
"92","Dagger","3","low","Military","MFxPA","0",,
"93","Dart (2)","1","low","Military","MFxPA","0",,
"94","Detonix","345","hi","Military","BU","0",,
"95","Dynamite","300","hi","Military","MFxPA","0",,
"96","Fiberux Padded Suit","100","hi","Military","BU","0",,
"97","Fiberux Plate Suit","120","hi","Military","BU","0",,
"98","Flail","3","low","Military","MFxPA","0",,
"99","Flamethrower","240","hi","Military","BU","0",,
"100","Grenade","80","hi","Military","BU","0",,
"101","Gunpowder Pistol","20","low","Military","BU","0",,
"102","Heavy Battle Armor","800","hi","Military","BU","0",,
"103","Heavy Crossbow","25","low","Military","MFxPA","0",,
"104","Heavy Pistol","25","low","Military","BU","0",,
"105","Heavy Rifle","35","low","Military","BU","0",,
"106","Knife","3","low","Military","BU","0",,
"107","Lance","7","low","Military","MFxPA","0",,
"108","Laser Pistol","32","hi","Military","BU","0",,
"109","Laser Rifle","45","hi","Military","BU","0",,
"110","Leather Armor","45","low","Military","BU","0",,
"111","Light Crossbow","16","low","Military","MFxPA","0",,
"112","Long Sword","10","low","Military","MFxPA","0",,
"113","Longbow","40","low","Military","MFxPA","0",,
"114","Mace","5","low","Military","MFxPA","0",,
"115","Machine Pistol","75","low","Military","BU","0",,
"116","Machine Rifle","100","low","Military","BU","0",,
"117","Machinegun","120","hi","Military","MFxPA","0",,
"118","Medium Pistol","20","low","Military","BU","0",,
"119","Medium Rifle","30","low","Military","BU","0",,
"120","Missile","100","hi","Military","BU","0",,
"121","Missile Launcher","480","hi","Military","BU","0",,
"122","Molotov Cocktail","38","hi","Military","MFxPA","0",,
"123","Morningstar","5","low","Military","MFxPA","0",,
"124","Pick","5","low","Military","MFxPA","0",,
"125","Plasma Battle Axe","25","hi","Military","BU","0",,
"126","Plasma Broadsword","25","hi","Military","BU","0",,
"127","Plasma Grenade","100","hi","Military","BU","0",,
"128","Plasma Knife","12","hi","Military","BU","0",,
"129","Plasma Pistol","56","hi","Military","BU","0",,
"130","Plasma Rifle","67","hi","Military","BU","0",,
"131","Plasma Sword","18","hi","Military","BU","0",,
"132","Plate Armor","120","low","Military","BU","0",,
"133","Plate Metal Armor","600","low","Military","MFxPA","0",,
"134","Pole Arm","7","low","Military","MFxPA","0",,
"135","Quarterstaff","2","low","Military","MFxPA","0",,
"136","Revolver Pistol","60","hi","Military","MFxPA","0",,
"137","Scout Armor","65","hi","Military","BU","0",,
"138","Shield","10","low","Military","MFxPA","0",,
"139","Short Sword","7","low","Military","MFxPA","0",,
"140","Shortbow","25","low","Military","MFxPA","0",,
"141","Shot and Powder (10)","8","low","Military","BU","0",,
"142","Shotgun","85","hi","Military","MFxPA","0",,
"143","Shotgun","50","low","Military","BU","0",,
"144","Sling","2","low","Military","MFxPA","0",,
"145","Sling","4","low","Military","BU","0",,
"146","Sling Bullets (10)","2","low","Military","BU","0",,
"147","Sling Stones (20)","1","low","Military","MFxPA","0",,
"148","Small Pistol","15","low","Military","BU","0",,
"149","Small Rifle","25","low","Military","BU","0",,
"150","Smoke Grenade","58","hi","Military","BU","0",,
"151","Spear","3","low","Military","MFxPA","0",,
"152","Spear","8","low","Military","BU","0",,
"153","Sport Rifle","90","hi","Military","MFxPA","0",,
"154","Staff","8","low","Military","BU","0",,
"155","Stun Grenade","62","hi","Military","BU","0",,
"156","Sub Machinegun","75","hi","Military","MFxPA","0",,
"157","Sword","10","low","Military","BU","0",,
"158","Trident","4","low","Military","MFxPA","0",,
"159","Two-Handed Sword","15","low","Military","MFxPA","0",,
"160","War Hammer","7","low","Military","MFxPA","0",,
"161","Basic Robot ","500","hi","Robot","BU","0",,
"162","Installation Service ","200","hi","Robot","BU","1",,
"163","Software I ","100","hi","Robot","BU","1",,
"164","Software II ","200","hi","Robot","BU","1",,
"165","Software III ","300","hi","Robot","BU","1",,
"166","Software IV ","500","hi","Robot","BU","1",,
"167","Software IX ","5500","hi","Robot","BU","1",,
"168","Software V ","800","hi","Robot","BU","1",,
"169","Software VI ","1300","hi","Robot","BU","1",,
"170","Software VII ","2100","hi","Robot","BU","1",,
"171","Software VIII ","3400","hi","Robot","BU","1",,
"172","Software X ","8900","hi","Robot","BU","1",,
"173","Animal Feed (10 days)","40","both","Stable","BU","0",,
"174","Animal Feed (20)","1","both","Stable","MFxPA","0",,
"175","Bruk (Cattle)","30","both","Stable","BU","0",,
"176","Camel [Cameleda] (Riding/Pack Animal)","90","both","Stable","BU","0",,
"177","Centidon (Riding)","120","both","Stable","BU","0",,
"178","Cruler (Pack Animal)","75","both","Stable","BU","0",,
"179","Dog","1","both","Stable","MFxPA","0",,
"180","Dog [Doguyeor] (Guard)","25","both","Stable","BU","0",,
"181","Donkey","8","both","Stable","MFxPA","0",,
"182","Draft Horse","40","both","Stable","MFxPA","0",,
"183","Elephant [Elephubith] (Riding/Pack Animal)","110","both","Stable","BU","0",,
"184","Giant Lizard [Lilo] (Riding)","120","both","Stable","BU","0",,
"185","Guard Dog","25","both","Stable","MFxPA","0",,
"186","Horse [Horsanef] (Riding)","75","both","Stable","BU","0",,
"187","Mule","30","both","Stable","MFxPA","0",,
"188","Ostradon (Riding)","85","both","Stable","BU","0",,
"189","Pony","30","both","Stable","MFxPA","0",,
"190","Riding Horse","75","both","Stable","MFxPA","0",,
"191","Shellox (Pack Animal)","80","both","Stable","BU","0",,
"192","Stabling (2 days)","1","both","Stable","MFxPA","0",,
"193","Stabling (per day)","3","both","Stable","BU","0",,
"194","War Horse","250","both","Stable","MFxPA","0",,
"195","Wulog (Guard)","45","both","Stable","BU","0",,
"196","10` Chain","30","both","Supplies","MFxPA","0",,
"197","10` Ladder","1","both","Supplies","MFxPA","0",,
"198","10` Pole","1","both","Supplies","MFxPA","0",,
"199","50` Hemp Rope","1","both","Supplies","MFxPA","0",,
"200","50` Silk Rope","10","both","Supplies","MFxPA","0",,
"201","Anti-Grav Cart","1000","hi","Supplies","BU","0",,
"202","Backpack","2","both","Supplies","MFxPA","0",,
"203","Backpack","20","low","Supplies","BU","0",,
"204","Bedroll","1","both","Supplies","MFxPA","0",,
"205","Binoculars","125","low","Supplies","BU","0",,
"206","Block and Tackle","5","both","Supplies","MFxPA","0",,
"207","Camera","300","hi","Supplies","BU","0",,
"208","Candles (50)","1","both","Supplies","MFxPA","0",,
"209","Collapsible Pot","8","hi","Supplies","BU","0",,
"210","Communicator","30","low","Supplies","BU","0",,
"211","Compass","20","low","Supplies","BU","0",,
"212","Computer","800","hi","Supplies","BU","0",,
"213","Crowbar","2","both","Supplies","MFxPA","0",,
"214","Crowbar","3","low","Supplies","BU","0",,
"215","Darklight Goggles","360","hi","Supplies","BU","0",,
"216","Fiberux Tape","2","low","Supplies","BU","0",,
"217","Fire Extinguisher","25","low","Supplies","BU","0",,
"218","Flare","5","low","Supplies","BU","0",,
"219","Flask","1","both","Supplies","MFxPA","0",,
"220","Flint and Steel","2","both","Supplies","MFxPA","0",,
"221","Folding Shovel","10","low","Supplies","BU","0",,
"222","Food Pack (10 days)","30","low","Supplies","BU","0",,
"223","Gas Mask","35","low","Supplies","BU","0",,
"224","Generator","500","hi","Supplies","BU","0",,
"225","Glue","18","low","Supplies","BU","0",,
"226","Grappling Hook","1","both","Supplies","MFxPA","0",,
"227","Grappling Hook","8","low","Supplies","BU","0",,
"228","Hammer","1","both","Supplies","MFxPA","0",,
"229","Handcuffs","6","low","Supplies","BU","0",,
"230","Hololamp","125","hi","Supplies","BU","0",,
"231","Hot Disc","130","hi","Supplies","BU","0",,
"232","Iron Spikes (12)","1","both","Supplies","MFxPA","0",,
"233","Jet Pack","650","hi","Supplies","BU","0",,
"234","Lamp","25","low","Supplies","BU","0",,
"235","Lantern","9","both","Supplies","MFxPA","0",,
"236","Large Sack","1","both","Supplies","MFxPA","0",,
"237","Light Rod","10","low","Supplies","BU","0",,
"238","Lock","20","both","Supplies","MFxPA","0",,
"239","Lock Box","58","low","Supplies","BU","0",,
"240","Magnetic Gloves","60","hi","Supplies","BU","0",,
"241","Manacles","15","both","Supplies","MFxPA","0",,
"242","Map Case","1","both","Supplies","MFxPA","0",,
"243","Metal Detector","260","hi","Supplies","BU","0",,
"244","Miner Pick","3","both","Supplies","MFxPA","0",,
"245","Motion Sensor","90","hi","Supplies","BU","0",,
"246","Multi-Tool","12","low","Supplies","BU","0",,
"247","Net","24","low","Supplies","BU","0",,
"248","Pint of Oil","1","both","Supplies","MFxPA","0",,
"249","Plasma Torch","80","hi","Supplies","BU","0",,
"250","Quill","1","both","Supplies","MFxPA","0",,
"251","Radiation Suit","50","hi","Supplies","BU","0",,
"252","Raft","70","low","Supplies","BU","0",,
"253","Rope (100`)","4","low","Supplies","BU","0",,
"254","Saddle","25","both","Supplies","MFxPA","0",,
"255","Saddle Bag","1","both","Supplies","MFxPA","0",,
"256","Sharktacle Ink","2","both","Supplies","BU","0",,
"257","Sheet of Paper","1","both","Supplies","MFxPA","0",,
"258","Sheet of Parchment","1","both","Supplies","MFxPA","0",,
"259","Shovel","2","both","Supplies","MFxPA","0",,
"260","Sleeping Bag","9","low","Supplies","BU","0",,
"261","Small Sack","1","both","Supplies","MFxPA","0",,
"262","Small Steel Mirror","10","both","Supplies","MFxPA","0",,
"263","Spray Paint","3","low","Supplies","BU","0",,
"264","Spyglass","15","both","Supplies","MFxPA","0",,
"265","Swaging Kit","100","low","Supplies","BU","0",,
"266","Tent","34","low","Supplies","BU","0",,
"267","Tool Bag","34","low","Supplies","BU","0",,
"268","Torches (8)","1","both","Supplies","MFxPA","0",,
"269","Vial of Ink","8","both","Supplies","MFxPA","0",,
"270","Water Pack (10 days)","30","low","Supplies","BU","0",,
"271","Water Purifier","570","hi","Supplies","BU","0",,
"272","Winter Blanket","1","both","Supplies","MFxPA","0",,
"273","Xormite Grinder","340","low","Supplies","BU","0",,
"274","Xormite Liquefier","680","low","Supplies","BU","0",,
"275","3` Leather Strap","1","both","Tailor","MFxBUxPA","0",,
"276","Blouse","1","both","Tailor","MFxBUxPA","0",,
"277","Broad Girdle","2","both","Tailor","MFxBUxPA","0",,
"278","Cape","1","both","Tailor","MFxBUxPA","0",,
"279","Cloak","1","both","Tailor","MFxBUxPA","0",,
"280","Cloth Cap","1","both","Tailor","MFxBUxPA","0",,
"281","Cloth Dye","1","both","Tailor","MFxBUxPA","0",,
"282","Cloth Gloves","1","both","Tailor","MFxBUxPA","0",,
"283","Common Shoes","1","both","Tailor","MFxBUxPA","0",,
"284","Cotton Cloth (10 sq yd)","1","both","Tailor","MFxBUxPA","0",,
"285","Dress","2","both","Tailor","MFxBUxPA","0",,
"286","Dress Shoes","30","both","Tailor","MFxBUxPA","0",,
"287","Formal Tunic","10","both","Tailor","MFxBUxPA","0",,
"288","Fur Cloak","8","both","Tailor","MFxBUxPA","0",,
"289","Hat","1","both","Tailor","MFxBUxPA","0",,
"290","Heavy Boots","2","both","Tailor","MFxBUxPA","0",,
"291","Heavy Trousers","2","both","Tailor","MFxBUxPA","0",,
"292","High Hard Boots","2","both","Tailor","MFxBUxPA","0",,
"293","High Soft Boots","1","both","Tailor","MFxBUxPA","0",,
"294","Large Belt Pouch","1","both","Tailor","MFxBUxPA","0",,
"295","Large Cloth Sack","2","both","Tailor","MFxBUxPA","0",,
"296","Large Leather Bag","1","both","Tailor","MFxBUxPA","0",,
"297","Large Saddle Bags","4","both","Tailor","MFxBUxPA","0",,
"298","Leather Armor","20","both","Tailor","MFxBUxPA","0",,
"299","Leather Backpack","2","both","Tailor","MFxBUxPA","0",,
"300","Leather Beast Barding Armor","100","both","Tailor","MFxBUxPA","0",,
"301","Leather Belt","1","both","Tailor","MFxBUxPA","0",,
"302","Leather Cap","1","both","Tailor","MFxBUxPA","0",,
"303","Leather Coat","45","both","Tailor","BU","0",,
"304","Leather Flask","1","both","Tailor","MFxBUxPA","0",,
"305","Leather Gloves","8","both","Tailor","MFxBUxPA","0",,
"306","Light Trousers","1","both","Tailor","MFxBUxPA","0",,
"307","Linen Cloth (100 sq yd)","1","both","Tailor","MFxBUxPA","0",,
"308","Linen Doublet","3","both","Tailor","MFxBUxPA","0",,
"309","Linen Gown","3","both","Tailor","MFxBUxPA","0",,
"310","Linen Robe","3","both","Tailor","MFxBUxPA","0",,
"311","Low Hard Boots","1","both","Tailor","MFxBUxPA","0",,
"312","Medium Leather Bag","1","both","Tailor","MFxBUxPA","0",,
"313","Normal Girdle","1","both","Tailor","MFxBUxPA","0",,
"314","Padded Armor","4","both","Tailor","MFxBUxPA","0",,
"315","Saddle & Stirrups","10","both","Tailor","MFxBUxPA","0",,
"316","Saddle Blanket","1","both","Tailor","MFxBUxPA","0",,
"317","Satchel","1","both","Tailor","MFxBUxPA","0",,
"318","Satin Cloth (1 sq yd)","4","both","Tailor","MFxBUxPA","0",,
"319","Scissors","1","both","Tailor","MFxBUxPA","0",,
"320","Sewing Needle","2","both","Tailor","MFxBUxPA","0",,
"321","Shirt","1","both","Tailor","MFxBUxPA","0",,
"322","Silk Cloth (1 sq yd)","3","both","Tailor","MFxBUxPA","0",,
"323","Silk Gown","50","both","Tailor","MFxBUxPA","0",,
"324","Silk Robe","60","both","Tailor","MFxBUxPA","0",,
"325","Skin/Fur Hide Armor","5","both","Tailor","MFxBUxPA","0",,
"326","Skirt","1","both","Tailor","MFxBUxPA","0",,
"327","Small Belt Pouch","1","both","Tailor","MFxBUxPA","0",,
"328","Small Cloth Sack","1","both","Tailor","MFxBUxPA","0",,
"329","Small Leather Bag","1","both","Tailor","MFxBUxPA","0",,
"330","Small Saddle Bags","3","both","Tailor","MFxBUxPA","0",,
"331","Soft Boots","1","both","Tailor","MFxBUxPA","0",,
"332","Soft Hard Boots","1","both","Tailor","MFxBUxPA","0",,
"333","Spool Thread","1","both","Tailor","MFxBUxPA","0",,
"334","String (50 ft)","1","both","Tailor","MFxBUxPA","0",,
"335","Studded Leather Armor","30","both","Tailor","MFxBUxPA","0",,
"336","Velvet Cloth (1 sq yd)","4","both","Tailor","MFxBUxPA","0",,
"337","Wide Leather Belt","1","both","Tailor","MFxBUxPA","0",,
"338","Wool Cloth (10 sq yd)","1","both","Tailor","MFxBUxPA","0",,
"339","Wool Gown","1","both","Tailor","MFxBUxPA","0",,
"340","Wool Tunic","1","both","Tailor","MFxBUxPA","0",,
"341","Airship (Blimp)","4000","low","Vehicle","BU","1",,
"342","Anti-Grav Car ","4000","hi","Vehicle","BU","1",,
"343","Anti-Grav Cycle ","2800","hi","Vehicle","BU","1",,
"344","Anti-Grav Explorer ","6000","hi","Vehicle","BU","1",,
"345","Anti-Grav Tank","9500","hi","Vehicle","BU","1",,
"346","ATV","2400","low","Vehicle","BU","1",,
"347","Bus","12000","hi","Vehicle","MFxPA","1",,
"348","Bus","3800","low","Vehicle","BU","1",,
"349","Canoe","55","both","Vehicle","MFxPA","1",,
"350","Car","8000","hi","Vehicle","MFxPA","1",,
"351","Car","2000","low","Vehicle","BU","1",,
"352","Cargo Plane","32000","low","Vehicle","BU","1",,
"353","Cargo Truck","14500","low","Vehicle","BU","1",,
"354","Cart","100","low","Vehicle","MFxPA","1",,
"355","Dune Buggy","3000","low","Vehicle","BU","1",,
"356","Explorer ","5000","low","Vehicle","BU","1",,
"357","Helicopter","18000","hi","Vehicle","MFxPA","1",,
"358","Helicopter ","10000","low","Vehicle","BU","1",,
"359","Hovercraft","3200","hi","Vehicle","BU","1",,
"360","Jeep ","3000","low","Vehicle","BU","1",,
"361","Jet ","20000","low","Vehicle","BU","1",,
"362","Jet Ski","2500","low","Vehicle","BU","1",,
"363","Large Galley","32000","both","Vehicle","MFxPA","1",,
"364","Large Sailing Ship","22000","both","Vehicle","MFxPA","1",,
"365","Lifeboat","800","low","Vehicle","MFxPA","1",,
"366","Longship","17000","low","Vehicle","MFxPA","1",,
"367","Mini-Bus","2900","low","Vehicle","BU","1",,
"368","Moped","1900","low","Vehicle","BU","1",,
"369","Motorcycle","4000","hi","Vehicle","MFxPA","1",,
"370","Motorcycle ","2500","low","Vehicle","BU","1",,
"371","Pickup Truck","5000","low","Vehicle","BU","1",,
"372","Propeller Plane","8000","low","Vehicle","BU","1",,
"373","Raft","100","low","Vehicle","MFxPA","1",,
"374","River Boat","4000","low","Vehicle","MFxPA","1",,
"375","Robotic Tank","7000","hi","Vehicle","BU","1",,
"376","Sailboat","5000","low","Vehicle","BU","1",,
"377","Sailing Boat","2000","both","Vehicle","MFxPA","1",,
"378","Semi & Trailer ","16000","low","Vehicle","BU","1",,
"379","Ship ","50000","low","Vehicle","BU","1",,
"380","Small Galley","12000","both","Vehicle","MFxPA","1",,
"381","Small Jet Plane","32000","hi","Vehicle","MFxPA","1",,
"382","Small Prop Plane","67000","hi","Vehicle","MFxPA","1",,
"383","Small Sailing Ship","7000","both","Vehicle","MFxPA","1",,
"384","Submarine","14000","hi","Vehicle","BU","1",,
"385","Tank","7500","low","Vehicle","BU","1",,
"386","Train Car","5000","low","Vehicle","BU","1",,
"387","Train Engine","11000","low","Vehicle","BU","1",,
"388","Transport Sailing Ship","30000","both","Vehicle","MFxPA","1",,
"389","Truck","10000","hi","Vehicle","MFxPA","1",,
"390","Van","5300","low","Vehicle","BU","1",,
"391","Wagon","200","low","Vehicle","MFxPA","1",,
"392","War Galley","65000","both","Vehicle","MFxPA","1",,
"393","Yacht","9000","low","Vehicle","BU","1",,
"394","Quiver (holds 12 arrows)","1gp",,"Bowyer","DD","0",,
"395","Quiver (holds 12 bolts)","12sp",,"Bowyer","DD","0",,
"396","Quiver (holds 24 arrows)","25sp",,"Bowyer","DD","0",,
"397","Quiver (holds 24 bolts)","3gp",,"Bowyer","DD","0",,
"398","Arrow, Silver (1)","1gp",,"Bowyer","DD","0",,
"400","Arrow (12)","1gp",,"Bowyer","DD","0",,
"401","Bow, Composite, Short","75gp",,"Bowyer","DD","0",,
"402","Bow, Composite, Long","100gp",,"Bowyer","DD","0",,
"403","Bow, Long","60gp",,"Bowyer","DD","0",,
"404","Bow, Short","15gp",,"Bowyer","DD","0",,
"405","Crossbow, Heavy","20gp",,"Bowyer","DD","0",,
"406","Crossbow, Light","12gp",,"Bowyer","DD","0",,
"407","Dart","5sp",,"Bowyer","DD","0",,
"408","Quarrel, Light (12)","1gp",,"Bowyer","DD","0",,
"409","Quarrel, Heavy (12)","2gp",,"Bowyer","DD","0",,
"410","Ale (gallon)","1ep",,"Tavern","DD","0",,
"411","Ale (pint)","1sp",,"Tavern","DD","0",,
"412","Beer (gallon)","4sp",,"Tavern","DD","0",,
"413","Beer (pint)","1sp",,"Tavern","DD","0",,
"414","Brandy (pint)","1ep",,"Tavern","DD","0",,
"415","Grog (pint)","3sp",,"Tavern","DD","0",,
"416","Mead, (pint)","5sp",,"Tavern","DD","0",,
"417","Rum (pint)","5sp",,"Tavern","DD","0",,
"418","Wine (pint)","5sp",,"Tavern","DD","0",,
"419","Wine, Bottle","2gp",,"Tavern","DD","0",,
"420","Bread","6cp",,"Tavern","DD","0",,
"421","Cheese","6sp",,"Tavern","DD","0",,
"422","Egg, Pickled","1sp",,"Tavern","DD","0",,
"423","Fish","3sp",,"Tavern","DD","0",,
"424","Steak","4sp",,"Tavern","DD","0",,
"425","Cider","4sp",,"Tavern","DD","0",,
"427","Ale (pint)","1sp",,"Inn","DD","0",,
"428","Beer (pint)","1sp",,"Inn","DD","0",,
"429","Brandy (pint)","1ep",,"Inn","DD","0",,
"430","Bread","6cp",,"Inn","DD","0",,
"431","Cheese","6sp",,"Inn","DD","0",,
"432","Egg, Pickled","1sp",,"Inn","DD","0",,
"433","Fish","3sp",,"Inn","DD","0",,
"434","Rum (pint)","5sp",,"Inn","DD","0",,
"435","Steak","4sp",,"Inn","DD","0",,
"436","Wine (pint)","5sp",,"Inn","DD","0",,
"437","Wine, Bottle","2gp",,"Inn","DD","0",,
"438","Cloth, Cotton (1 sq yd)","1sp",,"Tailor","DD","0",,
"439","Cloth, Linen (1 sq yd)","5cp",,"Tailor","DD","0",,
"440","Cloth, Satin (1 sq yd)","4gp",,"Tailor","DD","0",,
"441","Cloth, Silk (1 sq yd)","3gp",,"Tailor","DD","0",,
"442","Cloth, Velvet (1 sq yd)","4gp",,"Tailor","DD","0",,
"443","Cloth, Wool (1 sq yd)","8cp",,"Tailor","DD","0",,
"444","Dye, Cloth","5sp",,"Tailor","DD","0",,
"445","Scissors","5sp",,"Tailor","DD","0",,
"446","Sewing Needle","2ep",,"Tailor","DD","0",,
"447","String (50 ft)","1sp",,"Tailor","DD","0",,
"448","Thread, Spool","5cp",,"Tailor","DD","0",,
"449","Blouse","4sp",,"Tailor","DD","0",,
"450","Cap, Cloth","5cp",,"Tailor","DD","0",,
"451","Cape","3sp",,"Tailor","DD","0",,
"452","Cloak","5sp",,"Tailor","DD","0",,
"453","Cloak, Fur","8gp",,"Tailor","DD","0",,
"454","Doublet, Linen","3gp",,"Tailor","DD","0",,
"455","Dress","9sp",,"Tailor","DD","0",,
"456","Girdle, Broad","2gp",,"Tailor","DD","0",,
"457","Girdle, Normal","10sp",,"Tailor","DD","0",,
"458","Gloves, Cloth","2sp",,"Tailor","DD","0",,
"459","Gown, Linen","3gp",,"Tailor","DD","0",,
"460","Gown, Silk","50gp",,"Tailor","DD","0",,
"461","Gown, Wool","5cp",,"Tailor","DD","0",,
"462","Hat","7sp",,"Tailor","DD","0",,
"463","Robe, Linen","3gp",,"Tailor","DD","0",,
"464","Robe, Silk","60gp",,"Tailor","DD","0",,
"465","Shirt","4sp",,"Tailor","DD","0",,
"466","Shoes, Common","5sp",,"Tailor","DD","0",,
"467","Shoes, Noble","30gp",,"Tailor","DD","0",,
"468","Skirt","3sp",,"Tailor","DD","0",,
"469","Trousers, Heavy","8sp",,"Tailor","DD","0",,
"470","Trousers, Light","3sp",,"Tailor","DD","0",,
"471","Tunic, Formal","10gp",,"Tailor","DD","0",,
"472","Tunic, Wool","5cp",,"Tailor","DD","0",,
"473","Sack, Cloth, Large","11cp",,"Tailor","DD","0",,
"474","Sack, Cloth, Small","7cp",,"Tailor","DD","0",,
"475","Alembic","4gp",,"Alchemist","DD","0",,
"476","Balance with Weights","10gp",,"Alchemist","DD","0",,
"477","Beaker","3gp",,"Alchemist","DD","0",,
"478","Bottle, Glass","3sp",,"Alchemist","DD","0",,
"479","Cauldron","6gp",,"Alchemist","DD","0",,
"480","Crucible","7sp",,"Alchemist","DD","0",,
"481","Flask, Glass","3sp",,"Alchemist","DD","0",,
"482","Funnel","4sp",,"Alchemist","DD","0",,
"483","Glue (2 oz)","2gp",,"Alchemist","DD","0",,
"484","Hourglass","4gp",,"Alchemist","DD","0",,
"485","Incense, Stick","1gp",,"Alchemist","DD","0",,
